event_index,node_id,depth,candidate_count,selected_candidate_index,selected_variable_index,selected_variable_name,variable_family,lp_value,fractionality,selected_q,selected_bias,selected_biased,q_mean,q_std,q_min,q_max,q_top1_top2_margin,bias_mode,lambda_prim,primal_bound,dual_bound,gap,lp_iterations,nodes,graph_extract_time_seconds,inference_time_seconds,selection_time_seconds,selected_is_candidate,result,fallback_reason,source_file,method,instance_id,prim_score,extract_time_seconds
26,53,26,460,208,537,t_z_133_132_2,z,0.8336333333333334,0.8336333333333334,-28.1072998046875,0.0,-28.1072998046875,-31.24287944876629,4.198206917634974,-54.879581451416016,-28.1072998046875,0.0021591186523437,none,0.0,1e+20,2.934110000000004,1e+20,17582,27,0.0179948979999999,0.672975543,0.6909744159999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.0179948979999999
27,54,27,459,234,641,t_z_152_132_2,z,0.998,0.998,-27.94448471069336,0.0,-27.94448471069336,-31.24926662237296,4.198316800359236,-54.86988067626953,-27.94448471069336,0.1709575653076171,none,0.0,1e+20,2.934110000000004,1e+20,17584,28,0.0181156459999999,0.6729758879999999,0.6910954569999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.0181156459999999
28,57,28,458,225,595,t_z_152_133_3,z,0.6672666666666666,0.6672666666666666,-28.101993560791016,0.0,-28.101993560791016,-31.24336907749093,4.2009520768962485,-54.85724258422852,-28.101993560791016,0.0092506408691406,none,0.0,1e+20,2.934110000000004,1e+20,17584,29,0.017768981,0.673897489,0.6916705779999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.017768981
29,59,29,450,325,1083,t_z_516_515_3,z,0.998,0.998,-28.158191680908203,0.0,-28.158191680908203,-31.289705607096355,4.213312685767341,-54.80474472045898,-28.158191680908203,0.0384635925292968,none,0.0,1e+20,2.934110000000004,1e+20,17604,30,0.018080074,0.6750882919999999,0.693172289,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.018080074
30,61,30,449,409,1411,t_z_515_230_3,z,0.6748287619047617,0.6748287619047617,-28.199151992797848,0.0,-28.199151992797848,-31.31733482292872,4.212022562208511,-54.86733627319336,-28.199151992797848,0.0122299194335937,none,0.0,1e+20,2.934110000000004,1e+20,17619,31,0.0173221359999999,0.672906789,0.690233178,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.0173221359999999
31,62,31,459,330,1130,t_z_413_518_3,z,0.8005999999999996,0.8005999999999996,-28.22739791870117,0.0,-28.22739791870117,-31.070097817314995,3.9746510758283446,-54.428199768066406,-28.22739791870117,0.0551509857177734,none,0.0,1e+20,2.934110000000004,1e+20,17702,32,0.017969384,0.672659114,0.6906323789999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.017969384
32,65,32,469,402,1327,t_z_495_230_1,z,0.7987465608465609,0.7987465608465609,-28.281221389770508,0.0,-28.281221389770508,-31.09685949882719,3.946998163731388,-54.42294692993164,-28.281221389770508,0.0118179321289062,none,0.0,1e+20,2.934110000000004,1e+20,17714,33,0.017896972,0.6744636259999999,0.692364705,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.017896972
33,67,33,467,404,1339,t_z_495_285_3,z,0.5334000000000001,0.5334000000000001,-28.292051315307617,0.0,-28.292051315307617,-31.100032132493865,3.9596007881051225,-54.44644927978516,-28.292051315307617,0.0248889923095703,none,0.0,1e+20,2.934110000000004,1e+20,17716,34,0.0180214,0.6730071229999999,0.691032472,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.0180214
34,68,34,453,371,1250,t_z_152_505_3,z,0.9993333333333334,0.9993333333333334,-28.17298889160156,0.0,-28.17298889160156,-31.15144338039373,3.9689745800752134,-54.55312347412109,-28.17298889160156,0.1353950500488281,none,0.0,1e+20,2.934110000000004,1e+20,17745,35,0.017860303,0.677081021,0.694945479,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.017860303
35,71,35,451,309,976,t_z_509_510_2,z,0.9976666666666664,0.9976666666666664,-28.29831314086914,0.0,-28.29831314086914,-31.153197552835334,3.972661982780645,-54.54055404663086,-28.29831314086914,0.0346336364746093,none,0.0,1e+20,2.934110000000004,1e+20,17746,36,0.018545642,0.6739185909999998,0.6924689149999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.018545642
36,73,36,449,355,1216,t_z_509_521_2,z,0.996,0.996,-28.32302665710449,0.0,-28.32302665710449,-31.155052936953265,3.977263239899712,-54.52838897705078,-28.32302665710449,0.0085182189941406,none,0.0,1e+20,2.934110000000004,1e+20,17748,37,0.018183113,0.675547161,0.693734425,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.018183113
37,74,37,446,388,1353,t_z_529_521_2,z,0.999,0.999,-28.296295166015625,0.0,-28.296295166015625,-31.223959832982636,3.9280398187533585,-54.17950820922852,-28.296295166015625,0.0783023834228515,none,0.0,1e+20,2.934110000000004,1e+20,17826,38,0.018276119,0.674221676,0.6925018069999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.018276119
38,77,38,445,158,421,t_z_3_2_0,z,0.999,0.999,-28.35485076904297,0.0,-28.35485076904297,-31.211464536859747,3.931203945312328,-54.165016174316406,-28.35485076904297,0.0224342346191406,none,0.0,1e+20,2.934110000000004,1e+20,17826,39,0.018211431,0.675883423,0.694099031,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.018211431
39,79,39,436,370,1301,t_z_527_189_0,z,0.9965,0.9965,-28.37030792236328,0.0,-28.37030792236328,-31.229848131127312,3.9587996919895945,-54.15640640258789,-28.37030792236328,0.02978515625,none,0.0,1e+20,2.934110000000004,1e+20,17829,40,0.0179475969999999,0.672518147,0.690470195,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.0179475969999999
40,81,40,477,460,1511,t_z_544_518_1,z,0.999,0.999,-28.278188705444336,0.0,-28.278188705444336,-31.498335444452376,3.821243798969164,-53.642486572265625,-28.278188705444336,0.0111579895019531,none,0.0,1e+20,2.934110000000004,1e+20,17942,41,0.018506015,0.6808246789999999,0.699334408,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.018506015
41,82,41,476,403,1298,t_z_188_526_3,z,0.998,0.998,-28.28517341613769,0.0,-28.28517341613769,-31.43618596501711,3.8197252878317327,-53.62135314941406,-28.28517341613769,0.0203628540039062,none,0.0,1e+20,2.934110000000004,1e+20,17947,42,0.018253805,0.677040474,0.69529808,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.018253805
42,85,42,475,273,843,t_z_496_2_3,z,0.996,0.996,-28.28824806213379,0.0,-28.28824806213379,-31.42614430879292,3.8221211355166353,-53.60839080810546,-28.28824806213379,0.1130199432373046,none,0.0,1e+20,2.934110000000004,1e+20,17947,43,0.018044713,0.686023186,0.704072627,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.018044713
43,87,43,474,346,1118,t_z_508_518_1,z,0.999,0.999,-28.39326858520508,0.0,-28.39326858520508,-31.42683860521276,3.8216271882562154,-53.59936141967773,-28.39326858520508,0.0313396453857421,none,0.0,1e+20,2.934110000000004,1e+20,17948,44,0.018087849,0.676882694,0.694974453,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.018087849
44,89,44,473,205,539,t_z_133_132_3,z,0.997,0.997,-28.410564422607425,0.0,-28.410564422607425,-31.419595585312955,3.823970269569344,-53.588726043701165,-28.410564422607425,0.0122280120849609,none,0.0,1e+20,2.934110000000004,1e+20,17948,45,0.017946605,0.677817306,0.695767808,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.017946605
45,90,45,441,285,961,t_z_508_507_2,z,0.9986666666666668,0.9986666666666668,-28.196271896362305,0.0,-28.196271896362305,-31.269440890980416,3.7617560279304647,-53.30117034912109,-28.196271896362305,0.1369762420654296,none,0.0,1e+20,2.934110000000004,1e+20,17999,47,0.018204093,0.6761571029999999,0.69436542,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.018204093
46,92,46,439,329,1185,t_z_512_507_2,z,0.999,0.999,-28.237968444824215,0.0,-28.237968444824215,-31.30222282757249,3.7658795038496584,-53.34539794921875,-28.237968444824215,0.0658779144287109,none,0.0,1e+20,2.934110000000004,1e+20,18018,48,0.018138924,0.6775547739999999,0.695697777,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.018138924
47,95,47,437,184,535,t_z_133_132_1,z,0.7134285714285715,0.7134285714285715,-28.28582763671875,0.0,-28.28582763671875,-31.29570220318757,3.771769096475436,-53.33018493652344,-28.28582763671875,0.0517730712890625,none,0.0,1e+20,2.934110000000004,1e+20,18018,49,0.0182418599999999,0.666980989,0.685227553,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.0182418599999999
48,97,48,433,181,530,t_z_131_132_3,z,0.999,0.999,-28.316181182861328,0.0,-28.316181182861328,-31.25875165996596,3.737554021476836,-53.29416275024414,-28.316181182861328,0.1009845733642578,none,0.0,1e+20,2.934110000000004,1e+20,18030,50,0.017905693,0.67072975,0.688639059,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.017905693
49,99,49,432,254,865,t_z_501_500_2,z,0.6666666666666666,0.6666666666666666,-28.407695770263672,0.0,-28.407695770263672,-31.257089349958637,3.740688941212884,-53.28917694091797,-28.407695770263672,0.0274620056152343,none,0.0,1e+20,2.934110000000004,1e+20,18030,51,0.017601741,0.6626878029999999,0.680293554,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.017601741
50,101,50,439,184,531,t_z_132_131_3,z,0.6017942628919937,0.6017942628919937,-28.39101219177246,0.0,-28.39101219177246,-31.252634222252222,3.6934098284024546,-53.241249084472656,-28.39101219177246,0.0627899169921875,none,0.0,1e+20,2.934110000000004,1e+20,18050,52,0.0176410759999999,0.6778562689999998,0.695501339,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.0176410759999999
51,102,51,438,405,1429,t_z_525_137_0,z,0.5493205360168129,0.5493205360168129,-28.413461685180664,0.0,-28.413461685180664,-31.223168194566146,3.6970303236892352,-53.201675415039055,-28.413461685180664,0.0016956329345703,none,0.0,1e+20,2.934110000000004,1e+20,18068,54,0.018372836,0.6813393239999999,0.6997170449999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.018372836
52,105,52,437,328,1186,t_z_507_512_3,z,0.9974999999999998,0.9974999999999998,-28.412548065185547,0.0,-28.412548065185547,-31.22264866425189,3.6989390000576488,-53.1910400390625,-28.412548065185547,0.0073375701904296,none,0.0,1e+20,2.934110000000004,1e+20,18070,55,0.018604444,0.6820721619999999,0.700680921,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.018604444
53,107,53,440,297,1018,t_z_512_513_3,z,0.999,0.999,-28.025077819824215,0.0,-28.025077819824215,-31.21624592434276,3.690593057132423,-53.191688537597656,-28.025077819824215,0.4024524688720703,none,0.0,1e+20,2.934110000000004,1e+20,18077,56,0.0182432499999999,0.678265112,0.696512325,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.0182432499999999
54,108,54,441,315,1127,t_z_518_413_1,z,0.999,0.999,-28.10612297058105,0.0,-28.10612297058105,-31.14949861297261,3.611393304286604,-52.85348510742188,-28.10612297058105,0.0975112915039062,none,0.0,1e+20,2.934110000000004,1e+20,18097,57,0.0182288999999999,0.6805455,0.6987783029999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.0182288999999999
55,110,55,450,325,1135,t_z_413_94_1,z,0.998,0.998,-28.207910537719727,0.0,-28.207910537719727,-31.189869541592067,3.631812127910395,-52.946571350097656,-28.207910537719727,0.0138320922851562,none,0.0,1e+20,2.934110000000004,1e+20,18130,58,0.0184039699999999,0.6759645069999999,0.694372501,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.0184039699999999
56,113,56,450,325,1134,t_z_94_413_1,z,0.998,0.998,-28.060779571533203,0.0,-28.060779571533203,-31.189041697184244,3.63190316217408,-52.942737579345696,-28.060779571533203,0.1613578796386718,none,0.0,1e+20,2.934110000000004,1e+20,18131,59,0.018301619,0.6837157449999999,0.702021443,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.018301619
57,114,57,449,334,1170,t_z_127_513_3,z,0.999,0.999,-28.19222450256348,0.0,-28.19222450256348,-31.16636821262555,3.6332840464065086,-52.90330123901367,-28.19222450256348,0.0048656463623046,none,0.0,1e+20,2.934110000000004,1e+20,18132,61,0.0185862549999999,0.684374452,0.7029649909999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.0185862549999999
58,117,58,448,334,1171,t_z_513_127_3,z,0.998,0.998,-28.070531845092773,0.0,-28.070531845092773,-31.16548205273492,3.6345330631302626,-52.89230346679688,-28.070531845092773,0.1356372833251953,none,0.0,1e+20,2.934110000000004,1e+20,18133,62,0.018201015,0.684031896,0.702236901,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.018201015
59,118,59,447,338,1183,t_z_512_507_1,z,0.998,0.998,-28.208438873291016,0.0,-28.208438873291016,-31.17243226155872,3.6358491063204457,-52.88667678833008,-28.208438873291016,0.211221694946289,none,0.0,1e+20,2.934110000000004,1e+20,18134,63,0.018026191,0.680452445,0.6984832149999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.018026191
60,121,60,443,185,533,t_z_133_132_0,z,0.7504166666666667,0.7504166666666667,-28.422229766845703,0.0,-28.422229766845703,-31.16901741286164,3.6402397269895785,-52.87945938110352,-28.422229766845703,0.0053062438964843,none,0.0,1e+20,2.934110000000004,1e+20,18136,64,0.01760141,0.673687851,0.6912930659999998,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.01760141
61,123,61,437,368,1294,t_z_188_526_1,z,0.997,0.997,-28.42713737487793,0.0,-28.42713737487793,-31.20610569270852,3.655481802283732,-52.87588882446289,-28.42713737487793,0.0038642883300781,none,0.0,1e+20,2.934110000000004,1e+20,18139,65,0.018071572,0.6698416489999999,0.68791703,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.018071572
62,125,62,435,353,1234,t_z_133_134_3,z,0.996,0.996,-28.432769775390625,0.0,-28.432769775390625,-31.218479423961416,3.65911532821885,-52.86919784545898,-28.432769775390625,0.0188980102539062,none,0.0,1e+20,2.934110000000004,1e+20,18141,66,0.017840265,0.664181322,0.68202556,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.017840265
63,127,63,433,242,811,t_z_496_17_3,z,0.2512916666666683,0.2512916666666683,-28.4426383972168,0.0,-28.4426383972168,-31.222929873037007,3.6650069365676665,-52.86001968383789,-28.4426383972168,0.0018386840820312,none,0.0,1e+20,2.934110000000004,1e+20,18141,67,0.0177174179999999,0.6689523889999999,0.686673676,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.0177174179999999
64,63,31,434,198,535,t_z_133_132_1,z,0.997,0.997,-29.22589492797852,0.0,-29.22589492797852,-32.39321753066805,4.056930136228726,-55.080345153808594,-29.22589492797852,0.1551513671875,none,0.0,2.992145980000004,2.934110000000004,0.0197797560418661,19867,68,0.0180026959999999,0.664013331,0.6820198819999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.0180026959999999
65,131,32,433,341,1216,t_z_509_521_2,z,0.998,0.998,-29.366287231445312,0.0,-29.366287231445312,-32.38415252914605,4.058458143871038,-55.06435775756836,-29.366287231445312,0.027597427368164,none,0.0,2.992145980000004,2.934110000000004,0.0197797560418661,19869,69,0.017975864,0.6617915279999999,0.679771075,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.017975864
66,132,33,405,176,529,t_z_132_131_2,z,0.997,0.997,-29.183601379394528,0.0,-29.183601379394528,-32.44362988884066,3.956339766852396,-54.14034652709961,-29.183601379394528,0.2245979309082031,none,0.0,2.992145980000004,2.934110000000004,0.0197797560418661,19951,70,0.018010827,0.662690286,0.6807048049999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.018010827
67,135,34,403,237,843,t_z_496_2_3,z,0.996,0.996,-29.38839530944824,0.0,-29.38839530944824,-32.43625994414904,3.9620914938642775,-54.124114990234375,-29.38839530944824,0.011484146118164,none,0.0,2.992145980000004,2.934110000000004,0.0197797560418661,19951,71,0.017963117,0.661349505,0.6793166729999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.017963117
68,137,35,396,341,1353,t_z_529_521_2,z,0.999,0.999,-29.379665374755856,0.0,-29.379665374755856,-32.37526817032785,3.9430743370935426,-54.10333633422852,-29.379665374755856,0.0492305755615234,none,0.0,2.992145980000004,2.934110000000004,0.0197797560418661,19951,72,0.017919437,0.6602548409999999,0.678178095,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.017919437
69,139,36,395,268,959,t_z_508_507_1,z,0.9323888888888868,0.9323888888888868,-29.40889549255371,0.0,-29.40889549255371,-32.36351996313167,3.945392690369476,-54.08726501464844,-29.40889549255371,0.0315895080566406,none,0.0,2.992145980000004,2.934110000000004,0.0197797560418661,19951,73,0.018151119,0.6628474229999999,0.681002187,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.018151119
70,141,37,394,338,1339,t_z_495_285_3,z,0.5,0.5,-29.446563720703125,0.0,-29.446563720703125,-32.36937988106975,3.945194091888193,-54.07550048828125,-29.446563720703125,0.0433311462402343,none,0.0,2.992145980000004,2.934110000000004,0.0197797560418661,19955,74,0.0179249619999999,0.6635280909999999,0.681456504,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.0179249619999999
71,58,29,474,398,1279,t_z_525_524_1,z,0.9987999999999998,0.9987999999999998,-29.39798355102539,0.0,-29.39798355102539,-32.5774511707483,3.9880748289755754,-55.3771858215332,-29.39798355102539,0.1501426696777343,none,0.0,2.992145980000004,2.934110000000004,0.0197797560418661,20133,75,0.018309084,0.6644539499999998,0.6827682339999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.018309084
72,145,30,476,278,844,t_z_3_499_0,z,0.999,0.999,-29.42186546325684,0.0,-29.42186546325684,-32.585805664543344,3.975765514018652,-55.35208511352539,-29.42186546325684,0.1424198150634765,none,0.0,2.992145980000004,2.934110000000004,0.0197797560418661,20162,76,0.018169338,0.6631242739999998,0.681297271,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__gcnn__seed0.branches.csv,gcnn,real_01,0.0,0.018169338
